DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-06.54.46, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.184247ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_180, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_74A80EB64112E46096AE17A812C2E__32D9314BA780A4635F4D9438DDA2247718FB4F30, StartTime=2015.10.15-06.54.53, HierarchicalDDC, Duration=0.036526ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_74A80EB64112E46096AE17A812C2E__32D9314BA780A4635F4D9438DDA2247718FB4F30, StartTime=2015.10.15-06.54.53, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.093579ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_43, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Toggle.uasset, FlushAsyncLoading=0.004228ms, FlushStreamingFunc=0.002414ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.080600ms, TagPackageExports=0.031393ms, BeginCacheForCookedPlatformData=0.024151ms, SerializeImports=0.033811ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.002716ms, SerializeSummary=0.005435ms, SerializeNames=0.009660ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.005435ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=0.114106ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.003926ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001211ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007849ms, SerializeExports=0.031393ms, SerializeBulkData=0.005737ms, AsyncWrite=0.050414ms, UnaccountedTime=0.148822ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_181, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.10.15-06.54.53, HierarchicalDDC, Duration=0.013884ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_44, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_AudioMaster.uasset, FlushAsyncLoading=0.006035ms, FlushStreamingFunc=0.003323ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.091769ms, TagPackageExports=0.033509ms, BeginCacheForCookedPlatformData=0.025358ms, SerializeImports=0.036225ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.002716ms, SerializeSummary=0.005737ms, SerializeNames=0.010263ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.005737ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.006340ms, SortExportsSeekfreeInner=0.122260ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.004526ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.002116ms, SerializeDependencyMap=0.002112ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011474ms, SerializeExports=0.033204ms, SerializeBulkData=0.006642ms, AsyncWrite=0.057958ms, UnaccountedTime=0.304289ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_264ABDF14257816FFA9477A6F6A19__71DD30F5112AC1A014C28B76271EDEA08C0ADCBD, StartTime=2015.10.15-06.54.53, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.088450ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_182, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.10.15-06.54.53, HierarchicalDDC, Duration=0.007845ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_45, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Sound.uasset, FlushAsyncLoading=0.011776ms, FlushStreamingFunc=0.003923ms, BlockTillAllRequestsFinished=0.002719ms, ResetLoadersForSaveUnMarkAllObjects=0.137050ms, TagPackageExports=0.038639ms, BeginCacheForCookedPlatformData=0.024755ms, SerializeImports=0.036225ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003017ms, SerializeSummary=0.005435ms, SerializeNames=0.010263ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.005737ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=0.125278ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.004832ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008754ms, SerializeExports=0.032298ms, SerializeBulkData=0.006340ms, AsyncWrite=0.150636ms, UnaccountedTime=0.194404ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_183, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_025102BB43BBEAC3F075788919382__415C2D27E6ACF5C574EC3FA12E7157E4BEC79018, StartTime=2015.10.15-06.54.53, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.099920ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_184, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.10.15-06.54.53, HierarchicalDDC, Duration=0.020526ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_14, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C55865344733442FBAD7D29E0B657__7BFAF20CFBEEA955F1DE6DC2AC8C1905FAD1B870, StartTime=2015.10.15-06.54.53, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.134937ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_46, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Vector.uasset, FlushAsyncLoading=0.006337ms, FlushStreamingFunc=0.004530ms, BlockTillAllRequestsFinished=0.003923ms, ResetLoadersForSaveUnMarkAllObjects=0.086337ms, TagPackageExports=0.031997ms, BeginCacheForCookedPlatformData=0.023849ms, SerializeImports=0.105653ms, GatherLocalizableTextData=0.003021ms, MarkNames=0.003017ms, SerializeSummary=0.006340ms, SerializeNames=0.009961ms, SerializeGatherableTextData=0.001207ms, BuildExportMap=0.006340ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=0.136748ms, SortExportsSeekfree=0.002716ms, BuildDependencyMap=0.004832ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009056ms, SerializeExports=0.033505ms, SerializeBulkData=0.006039ms, AsyncWrite=0.055850ms, UnaccountedTime=0.157576ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_185, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.10.15-06.54.53, HierarchicalDDC, Duration=0.007849ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A6029554EC6CEDCFFC9E0836D465__9F14F5F2F7989F1688C192C169860E1967FA0529, StartTime=2015.10.15-06.54.53, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.084225ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_47, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MAT_Groups_Visibility.uasset, FlushAsyncLoading=0.004530ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.084523ms, TagPackageExports=0.032905ms, BeginCacheForCookedPlatformData=0.023846ms, SerializeImports=0.034414ms, GatherLocalizableTextData=0.002414ms, MarkNames=0.002719ms, SerializeSummary=0.006638ms, SerializeNames=0.010263ms, SerializeGatherableTextData=0.001512ms, BuildExportMap=0.006337ms, SortExportsNonSeekfree=0.002719ms, SortExportsSeekfreeConstructor=0.006638ms, SortExportsSeekfreeInner=0.122864ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004832ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001814ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001211ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010565ms, SerializeExports=0.033505ms, SerializeBulkData=0.006039ms, AsyncWrite=0.051919ms, UnaccountedTime=0.159390ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_186, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.10.15-06.54.53, HierarchicalDDC, Duration=0.008453ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdE3BFC82648ADBCE20A471BA8597C49E0_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_C349D2FA2A30FC1134357D3272F2DC90__9CAE132C99390C163EA7822A81369E3926FE8834, StartTime=2015.10.15-06.54.53, HierarchicalDDC, DataSize=66176 bytes, Retrieved=true, Duration=0.251763ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_48, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/DefaultTextureCube.uasset, FlushAsyncLoading=0.004828ms, FlushStreamingFunc=0.002719ms, BlockTillAllRequestsFinished=0.002112ms, ResetLoadersForSaveUnMarkAllObjects=0.098109ms, TagPackageExports=0.030790ms, BeginCacheForCookedPlatformData=0.023849ms, SerializeImports=0.032600ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003021ms, SerializeSummary=0.005431ms, SerializeNames=0.008754ms, SerializeGatherableTextData=0.001207ms, BuildExportMap=0.006039ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=0.100825ms, SortExportsSeekfree=0.002116ms, BuildDependencyMap=0.004224ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009660ms, SerializeExports=0.037432ms, SerializeBulkData=0.005737ms, AsyncWrite=0.061583ms, UnaccountedTime=0.172067ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_49, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Master.uasset, FlushAsyncLoading=0.005737ms, FlushStreamingFunc=0.003017ms, BlockTillAllRequestsFinished=0.002112ms, ResetLoadersForSaveUnMarkAllObjects=0.081807ms, TagPackageExports=0.007246ms, BeginCacheForCookedPlatformData=0.002112ms, SerializeImports=0.016000ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.004828ms, SerializeSummary=0.005737ms, SerializeNames=0.018112ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.020530ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.006039ms, SortExportsSeekfreeInner=0.039544ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.005737ms, SerializeImportMap=0.002418ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009358ms, SerializeExports=0.006944ms, SerializeBulkData=0.005733ms, AsyncWrite=0.064299ms, UnaccountedTime=0.328135ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_50, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Music.uasset, FlushAsyncLoading=0.004832ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.072751ms, TagPackageExports=0.006340ms, BeginCacheForCookedPlatformData=0.001810ms, SerializeImports=0.011470ms, GatherLocalizableTextData=0.001814ms, MarkNames=0.003017ms, SerializeSummary=0.005435ms, SerializeNames=0.012375ms, SerializeGatherableTextData=0.001207ms, BuildExportMap=0.007547ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.006039ms, SortExportsSeekfreeInner=0.046488ms, SortExportsSeekfree=0.004530ms, BuildDependencyMap=0.005431ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009660ms, SerializeExports=0.006340ms, SerializeBulkData=0.006039ms, AsyncWrite=0.054035ms, UnaccountedTime=0.142787ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_51, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/SFX.uasset, FlushAsyncLoading=0.006638ms, FlushStreamingFunc=0.003323ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.085130ms, TagPackageExports=0.006944ms, BeginCacheForCookedPlatformData=0.002112ms, SerializeImports=0.016000ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.004832ms, SerializeSummary=0.006337ms, SerializeNames=0.017811ms, SerializeGatherableTextData=0.001512ms, BuildExportMap=0.020225ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.005737ms, SortExportsSeekfreeInner=0.036828ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.005133ms, SerializeImportMap=0.003017ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.003323ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010565ms, SerializeExports=0.010263ms, SerializeBulkData=0.005737ms, AsyncWrite=0.057358ms, UnaccountedTime=0.109278ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_52, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Normal_Attack.uasset, FlushAsyncLoading=0.005431ms, FlushStreamingFunc=0.003017ms, BlockTillAllRequestsFinished=0.002418ms, ResetLoadersForSaveUnMarkAllObjects=0.096597ms, TagPackageExports=0.006035ms, BeginCacheForCookedPlatformData=0.002116ms, SerializeImports=0.012375ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003625ms, SerializeSummary=0.005733ms, SerializeNames=0.012681ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.033811ms, SortExportsNonSeekfree=0.006638ms, SortExportsSeekfreeConstructor=0.006944ms, SortExportsSeekfreeInner=0.055846ms, SortExportsSeekfree=0.008453ms, BuildDependencyMap=0.008151ms, SerializeImportMap=0.001810ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.009056ms, SerializeBulkData=0.005737ms, AsyncWrite=0.062488ms, UnaccountedTime=0.098713ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_53, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Special_Attack_PSM.uasset, FlushAsyncLoading=0.005431ms, FlushStreamingFunc=0.002719ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.076372ms, TagPackageExports=0.006642ms, BeginCacheForCookedPlatformData=0.001810ms, SerializeImports=0.013284ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.004224ms, SerializeSummary=0.005133ms, SerializeNames=0.016000ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.013888ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.005431ms, SortExportsSeekfreeInner=0.052527ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004832ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.007849ms, SerializeExports=0.006337ms, SerializeBulkData=0.005133ms, AsyncWrite=0.069130ms, UnaccountedTime=0.357721ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_54, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Duck_Normal_Attack_MixMod.uasset, FlushAsyncLoading=0.005435ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.162106ms, TagPackageExports=0.006944ms, BeginCacheForCookedPlatformData=0.002112ms, SerializeImports=0.013281ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.003625ms, SerializeSummary=0.005737ms, SerializeNames=0.015091ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.008151ms, SortExportsNonSeekfree=0.002719ms, SortExportsSeekfreeConstructor=0.005733ms, SortExportsSeekfreeInner=0.133127ms, SortExportsSeekfree=0.004224ms, BuildDependencyMap=0.005737ms, SerializeImportMap=0.001814ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009056ms, SerializeExports=0.006944ms, SerializeBulkData=0.005431ms, AsyncWrite=0.051923ms, UnaccountedTime=0.163011ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_55, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Voice.uasset, FlushAsyncLoading=0.006340ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.002719ms, ResetLoadersForSaveUnMarkAllObjects=0.089653ms, TagPackageExports=0.006340ms, BeginCacheForCookedPlatformData=0.001810ms, SerializeImports=0.013582ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003323ms, SerializeSummary=0.006039ms, SerializeNames=0.013884ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.009056ms, SortExportsNonSeekfree=0.002418ms, SortExportsSeekfreeConstructor=0.006337ms, SortExportsSeekfreeInner=0.037733ms, SortExportsSeekfree=0.001814ms, BuildDependencyMap=0.004828ms, SerializeImportMap=0.002418ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008453ms, SerializeExports=0.006039ms, SerializeBulkData=0.005431ms, AsyncWrite=0.048298ms, UnaccountedTime=0.105657ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_56, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cylinder.uasset, FlushAsyncLoading=0.004832ms, FlushStreamingFunc=0.002414ms, BlockTillAllRequestsFinished=0.002112ms, ResetLoadersForSaveUnMarkAllObjects=0.235159ms, TagPackageExports=0.047091ms, BeginCacheForCookedPlatformData=0.003021ms, SerializeImports=0.042863ms, GatherLocalizableTextData=0.002418ms, MarkNames=0.004828ms, SerializeSummary=0.005737ms, SerializeNames=0.019923ms, SerializeGatherableTextData=0.001207ms, BuildExportMap=0.082411ms, SortExportsNonSeekfree=0.008754ms, SortExportsSeekfreeConstructor=0.006340ms, SortExportsSeekfreeInner=0.498392ms, SortExportsSeekfree=0.003021ms, BuildDependencyMap=0.005733ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009358ms, SerializeExports=0.041660ms, SerializeBulkData=0.006642ms, AsyncWrite=0.060074ms, UnaccountedTime=0.186861ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_57, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultMaterial.uasset, FlushAsyncLoading=0.004530ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.002112ms, ResetLoadersForSaveUnMarkAllObjects=0.143692ms, TagPackageExports=1.344241ms, BeginCacheForCookedPlatformData=0.010867ms, SerializeImports=1.589663ms, GatherLocalizableTextData=0.011172ms, MarkNames=0.018414ms, SerializeSummary=0.020526ms, SerializeNames=0.162710ms, SerializeGatherableTextData=0.003923ms, BuildExportMap=0.137959ms, SortExportsNonSeekfree=0.405416ms, SortExportsSeekfreeConstructor=0.009056ms, SortExportsSeekfreeInner=1.555853ms, SortExportsSeekfree=0.003923ms, BuildDependencyMap=0.019927ms, SerializeImportMap=0.005130ms, SerializeExportMap=0.013586ms, SerializeDependencyMap=0.003319ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017207ms, SerializeExports=2.889831ms, SerializeBulkData=0.014491ms, AsyncWrite=0.695817ms, UnaccountedTime=0.189275ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
SavePackageTransactionIdDB80DB3B4B1F0DBBFF34799CFB71A992_58, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineTireTypes/DefaultTireType.uasset, FlushAsyncLoading=0.012074ms, FlushStreamingFunc=0.003923ms, BlockTillAllRequestsFinished=0.003323ms, ResetLoadersForSaveUnMarkAllObjects=0.108674ms, TagPackageExports=0.006039ms, BeginCacheForCookedPlatformData=0.003017ms, SerializeImports=0.010263ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.003323ms, SerializeSummary=0.006337ms, SerializeNames=0.008453ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006944ms, SortExportsNonSeekfree=0.003323ms, SortExportsSeekfreeConstructor=0.007845ms, SortExportsSeekfreeInner=0.020832ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004828ms, SerializeImportMap=0.001814ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009358ms, SerializeExports=0.004228ms, SerializeBulkData=0.005431ms, AsyncWrite=0.059165ms, UnaccountedTime=0.255086ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionIdA5ADDBBF44DF5CF2CF2CE183BFF07441_187, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.10.15-06.54.53, HierarchicalDDC, Duration=0.016302ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
DDCTransactionId0A87661A4B813043532CAAB3537512D7_15, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.10.15-06.54.53, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=0.172973ms, RunGuid=RunIDFFC12DBF4FE922460BDAFAB0FA4EFBA1
