DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-06.46.35, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.877246ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_51, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/SFX.uasset, FlushAsyncLoading=0.014491ms, FlushStreamingFunc=0.006337ms, BlockTillAllRequestsFinished=0.005435ms, ResetLoadersForSaveUnMarkAllObjects=0.726003ms, TagPackageExports=0.010569ms, BeginCacheForCookedPlatformData=0.003923ms, SerializeImports=0.023849ms, GatherLocalizableTextData=0.003017ms, MarkNames=0.006039ms, SerializeSummary=0.009358ms, SerializeNames=0.023544ms, SerializeGatherableTextData=0.002112ms, BuildExportMap=0.024453ms, SortExportsNonSeekfree=0.003926ms, SortExportsSeekfreeConstructor=0.007544ms, SortExportsSeekfreeInner=0.043470ms, SortExportsSeekfree=0.002719ms, BuildDependencyMap=0.006940ms, SerializeImportMap=0.003021ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011168ms, SerializeExports=0.008151ms, SerializeBulkData=0.006337ms, AsyncWrite=0.102635ms, UnaccountedTime=0.131618ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_52, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Normal_Attack.uasset, FlushAsyncLoading=0.010565ms, FlushStreamingFunc=0.004832ms, BlockTillAllRequestsFinished=0.003923ms, ResetLoadersForSaveUnMarkAllObjects=0.170860ms, TagPackageExports=0.007246ms, BeginCacheForCookedPlatformData=0.002414ms, SerializeImports=0.018716ms, GatherLocalizableTextData=0.002418ms, MarkNames=0.003319ms, SerializeSummary=0.008453ms, SerializeNames=0.015397ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.009660ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.007246ms, SortExportsSeekfreeInner=0.040453ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.005431ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001814ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011474ms, SerializeExports=0.007246ms, SerializeBulkData=0.006337ms, AsyncWrite=0.064299ms, UnaccountedTime=0.240590ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_53, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Special_Attack_PSM.uasset, FlushAsyncLoading=0.007849ms, FlushStreamingFunc=0.003319ms, BlockTillAllRequestsFinished=0.002719ms, ResetLoadersForSaveUnMarkAllObjects=0.115316ms, TagPackageExports=0.007246ms, BeginCacheForCookedPlatformData=0.002414ms, SerializeImports=0.029281ms, GatherLocalizableTextData=0.007849ms, MarkNames=0.005435ms, SerializeSummary=0.007547ms, SerializeNames=0.022035ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.173580ms, SortExportsNonSeekfree=0.007242ms, SortExportsSeekfreeConstructor=0.008151ms, SortExportsSeekfreeInner=0.083320ms, SortExportsSeekfree=0.002716ms, BuildDependencyMap=0.006944ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001512ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011168ms, SerializeExports=0.009056ms, SerializeBulkData=0.006039ms, AsyncWrite=0.071544ms, UnaccountedTime=0.125881ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_54, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Duck_Normal_Attack_MixMod.uasset, FlushAsyncLoading=0.022944ms, FlushStreamingFunc=0.009056ms, BlockTillAllRequestsFinished=0.006035ms, ResetLoadersForSaveUnMarkAllObjects=0.108071ms, TagPackageExports=0.006944ms, BeginCacheForCookedPlatformData=0.002716ms, SerializeImports=0.017207ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.004228ms, SerializeSummary=0.007849ms, SerializeNames=0.028979ms, SerializeGatherableTextData=0.005431ms, BuildExportMap=0.012379ms, SortExportsNonSeekfree=0.003319ms, SortExportsSeekfreeConstructor=0.007246ms, SortExportsSeekfreeInner=0.123769ms, SortExportsSeekfree=0.004224ms, BuildDependencyMap=0.006642ms, SerializeImportMap=0.002716ms, SerializeExportMap=0.002116ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.044979ms, SerializeExports=0.012375ms, SerializeBulkData=0.006944ms, AsyncWrite=0.107165ms, UnaccountedTime=12.537997ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_55, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineSounds/Voice.uasset, FlushAsyncLoading=0.008453ms, FlushStreamingFunc=0.004228ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.094187ms, TagPackageExports=0.006642ms, BeginCacheForCookedPlatformData=0.002112ms, SerializeImports=0.036225ms, GatherLocalizableTextData=0.003017ms, MarkNames=0.023246ms, SerializeSummary=0.119541ms, SerializeNames=0.019018ms, SerializeGatherableTextData=0.002112ms, BuildExportMap=0.010870ms, SortExportsNonSeekfree=0.003319ms, SortExportsSeekfreeConstructor=0.007246ms, SortExportsSeekfreeInner=0.046186ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.005435ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001512ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012979ms, SerializeExports=0.007246ms, SerializeBulkData=0.006642ms, AsyncWrite=0.069130ms, UnaccountedTime=0.106562ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_56, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Cylinder.uasset, FlushAsyncLoading=0.006337ms, FlushStreamingFunc=0.003021ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.178408ms, TagPackageExports=0.037130ms, BeginCacheForCookedPlatformData=0.003017ms, SerializeImports=0.041056ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.004530ms, SerializeSummary=0.005733ms, SerializeNames=0.065811ms, SerializeGatherableTextData=0.004224ms, BuildExportMap=0.014793ms, SortExportsNonSeekfree=0.006940ms, SortExportsSeekfreeConstructor=0.006340ms, SortExportsSeekfreeInner=0.570841ms, SortExportsSeekfree=0.003625ms, BuildDependencyMap=0.007849ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011470ms, SerializeExports=0.051621ms, SerializeBulkData=0.007547ms, AsyncWrite=0.066414ms, UnaccountedTime=0.113200ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_57, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultMaterial.uasset, FlushAsyncLoading=0.009660ms, FlushStreamingFunc=0.004828ms, BlockTillAllRequestsFinished=0.003323ms, ResetLoadersForSaveUnMarkAllObjects=0.243306ms, TagPackageExports=1.138061ms, BeginCacheForCookedPlatformData=0.010867ms, SerializeImports=1.422126ms, GatherLocalizableTextData=0.005431ms, MarkNames=0.012379ms, SerializeSummary=0.010263ms, SerializeNames=0.119239ms, SerializeGatherableTextData=0.004832ms, BuildExportMap=2.356421ms, SortExportsNonSeekfree=0.428054ms, SortExportsSeekfreeConstructor=0.019018ms, SortExportsSeekfreeInner=2.190996ms, SortExportsSeekfree=0.006944ms, BuildDependencyMap=0.025962ms, SerializeImportMap=0.006035ms, SerializeExportMap=0.007246ms, SerializeDependencyMap=0.003621ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021130ms, SerializeExports=5.422849ms, SerializeBulkData=0.016604ms, AsyncWrite=0.405114ms, UnaccountedTime=0.236366ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_58, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineTireTypes/DefaultTireType.uasset, FlushAsyncLoading=0.009056ms, FlushStreamingFunc=0.004530ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.095394ms, TagPackageExports=0.005435ms, BeginCacheForCookedPlatformData=0.001810ms, SerializeImports=0.011470ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003323ms, SerializeSummary=0.007544ms, SerializeNames=0.009362ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.006944ms, SortExportsNonSeekfree=0.003319ms, SortExportsSeekfreeConstructor=0.007246ms, SortExportsSeekfreeInner=0.019923ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004832ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001814ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010267ms, SerializeExports=0.008147ms, SerializeBulkData=0.005737ms, AsyncWrite=0.088144ms, UnaccountedTime=0.146713ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_175, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.10.15-06.47.03, HierarchicalDDC, Duration=0.025962ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId85B009EE49CE9CF6026609969A6CB2E4_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_09053A42486F57C671A2B9B0F6272__7081BA232D94CF58FB5C793F5EA542CA762D0E8E, StartTime=2015.10.15-06.47.03, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=32.063454ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_59, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Red.uasset, FlushAsyncLoading=0.008754ms, FlushStreamingFunc=0.004530ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.097506ms, TagPackageExports=0.063393ms, BeginCacheForCookedPlatformData=0.030492ms, SerializeImports=0.045281ms, GatherLocalizableTextData=0.002414ms, MarkNames=0.003923ms, SerializeSummary=0.007849ms, SerializeNames=0.015095ms, SerializeGatherableTextData=0.002112ms, BuildExportMap=0.009358ms, SortExportsNonSeekfree=0.003621ms, SortExportsSeekfreeConstructor=0.008151ms, SortExportsSeekfreeInner=0.192598ms, SortExportsSeekfree=0.002414ms, BuildDependencyMap=0.006039ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.002116ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001814ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012677ms, SerializeExports=0.038035ms, SerializeBulkData=0.007547ms, AsyncWrite=0.079691ms, UnaccountedTime=0.224292ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_176, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.10.15-06.47.03, HierarchicalDDC, Duration=0.008151ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_11, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B07BB94C4024838454154883B7876__59CB28ED8FB21C25306FDB3AEC6027252B011A56, StartTime=2015.10.15-06.47.03, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=38.232838ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_60, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/AICON-Green.uasset, FlushAsyncLoading=0.008453ms, FlushStreamingFunc=0.003017ms, BlockTillAllRequestsFinished=0.002719ms, ResetLoadersForSaveUnMarkAllObjects=0.101127ms, TagPackageExports=0.059165ms, BeginCacheForCookedPlatformData=0.027470ms, SerializeImports=0.039242ms, GatherLocalizableTextData=0.002418ms, MarkNames=0.003923ms, SerializeSummary=0.020225ms, SerializeNames=0.012077ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.008453ms, SortExportsNonSeekfree=0.003319ms, SortExportsSeekfreeConstructor=0.008453ms, SortExportsSeekfreeInner=0.159692ms, SortExportsSeekfree=0.022639ms, BuildDependencyMap=0.009056ms, SerializeImportMap=0.003017ms, SerializeExportMap=0.002116ms, SerializeDependencyMap=0.002112ms, SerializeStringAssetReferenceMap=0.002116ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019018ms, SerializeExports=0.055242ms, SerializeBulkData=0.010565ms, AsyncWrite=0.229724ms, UnaccountedTime=0.269875ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_61, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorOverview.uasset, FlushAsyncLoading=0.013582ms, FlushStreamingFunc=0.004530ms, BlockTillAllRequestsFinished=0.006039ms, ResetLoadersForSaveUnMarkAllObjects=0.097502ms, TagPackageExports=0.176594ms, BeginCacheForCookedPlatformData=0.003926ms, SerializeImports=0.155464ms, GatherLocalizableTextData=0.002716ms, MarkNames=0.006039ms, SerializeSummary=0.009056ms, SerializeNames=0.070337ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.019923ms, SortExportsNonSeekfree=0.005133ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=0.396054ms, SortExportsSeekfree=0.003021ms, BuildDependencyMap=0.007246ms, SerializeImportMap=0.003323ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001814ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009961ms, SerializeExports=0.159692ms, SerializeBulkData=0.007544ms, AsyncWrite=0.079695ms, UnaccountedTime=0.166029ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_177, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.10.15-06.47.03, HierarchicalDDC, Duration=0.007849ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionIdF00D5A6A47FC1236B85EFFABCA9FD258_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2140CA5B4637C285519D6D91BA9973B__42CF69DB21C149F8C8271914F4141A7EA80E9870, StartTime=2015.10.15-06.47.03, HierarchicalDDC, DataSize=6712 bytes, Retrieved=true, Duration=16.956211ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_62, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/TutorialAssets/icon_tab_Levels_40x.uasset, FlushAsyncLoading=0.005733ms, FlushStreamingFunc=0.002418ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.106562ms, TagPackageExports=0.086036ms, BeginCacheForCookedPlatformData=0.030790ms, SerializeImports=0.060376ms, GatherLocalizableTextData=0.002716ms, MarkNames=0.003625ms, SerializeSummary=0.008754ms, SerializeNames=0.017509ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.007246ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.008453ms, SortExportsSeekfreeInner=0.137050ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.004832ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.002116ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011470ms, SerializeExports=0.036225ms, SerializeBulkData=0.006944ms, AsyncWrite=0.076376ms, UnaccountedTime=0.183839ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_63, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/Basics/LevelEditorAttract.uasset, FlushAsyncLoading=0.009358ms, FlushStreamingFunc=0.002719ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.084523ms, TagPackageExports=0.079997ms, BeginCacheForCookedPlatformData=0.003323ms, SerializeImports=0.032902ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003926ms, SerializeSummary=0.005737ms, SerializeNames=0.044674ms, SerializeGatherableTextData=0.001512ms, BuildExportMap=0.014186ms, SortExportsNonSeekfree=0.004530ms, SortExportsSeekfreeConstructor=0.005733ms, SortExportsSeekfreeInner=0.233047ms, SortExportsSeekfree=0.004530ms, BuildDependencyMap=0.007242ms, SerializeImportMap=0.002716ms, SerializeExportMap=0.002116ms, SerializeDependencyMap=0.002116ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.023242ms, SerializeBulkData=0.006642ms, AsyncWrite=0.066411ms, UnaccountedTime=0.142787ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_64, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/MaterialEditorTutorial.uasset, FlushAsyncLoading=0.012983ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.225499ms, TagPackageExports=0.487223ms, BeginCacheForCookedPlatformData=0.169955ms, SerializeImports=0.525258ms, GatherLocalizableTextData=0.005133ms, MarkNames=0.005435ms, SerializeSummary=0.009358ms, SerializeNames=0.071239ms, SerializeGatherableTextData=0.001512ms, BuildExportMap=0.016905ms, SortExportsNonSeekfree=0.004526ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=0.427753ms, SortExportsSeekfree=0.003323ms, BuildDependencyMap=0.007242ms, SerializeImportMap=0.003625ms, SerializeExportMap=0.002716ms, SerializeDependencyMap=0.002112ms, SerializeStringAssetReferenceMap=0.002116ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013281ms, SerializeExports=0.406019ms, SerializeBulkData=0.012375ms, AsyncWrite=0.093278ms, UnaccountedTime=0.173278ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_65, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/BlueprintEditorTutorial.uasset, FlushAsyncLoading=0.010565ms, FlushStreamingFunc=0.004228ms, BlockTillAllRequestsFinished=0.003923ms, ResetLoadersForSaveUnMarkAllObjects=0.170559ms, TagPackageExports=0.211310ms, BeginCacheForCookedPlatformData=0.006944ms, SerializeImports=0.123464ms, GatherLocalizableTextData=0.004530ms, MarkNames=0.008151ms, SerializeSummary=0.011168ms, SerializeNames=0.043470ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.022035ms, SortExportsNonSeekfree=0.005435ms, SortExportsSeekfreeConstructor=0.008453ms, SortExportsSeekfreeInner=0.396661ms, SortExportsSeekfree=0.004832ms, BuildDependencyMap=0.009961ms, SerializeImportMap=0.003319ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001810ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013888ms, SerializeExports=0.076674ms, SerializeBulkData=0.007547ms, AsyncWrite=0.109281ms, UnaccountedTime=0.178102ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_178, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_72107D3F4110EAEF3BE5D5841EFE141__EBFABFC50FA425319A0ADC765708F5FF2CC0430C, StartTime=2015.10.15-06.47.03, HierarchicalDDC, Duration=0.009961ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_66, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/Blueprint_64x.uasset, FlushAsyncLoading=0.006944ms, FlushStreamingFunc=0.002716ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.171766ms, TagPackageExports=0.071544ms, BeginCacheForCookedPlatformData=0.032600ms, SerializeImports=0.047091ms, GatherLocalizableTextData=0.002116ms, MarkNames=0.003621ms, SerializeSummary=0.006944ms, SerializeNames=0.016604ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.007246ms, SortExportsNonSeekfree=0.003017ms, SortExportsSeekfreeConstructor=0.007246ms, SortExportsSeekfreeInner=0.131011ms, SortExportsSeekfree=0.002116ms, BuildDependencyMap=0.004526ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.017509ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011168ms, SerializeExports=0.035923ms, SerializeBulkData=0.006642ms, AsyncWrite=2.725311ms, UnaccountedTime=1.087043ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
DDCTransactionId3B1DC2334314B23E14CBC9921DAAFC2A_179, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_72107D3F4110EAEF3BE5D5841EFE141__EBFABFC50FA425319A0ADC765708F5FF2CC0430C, StartTime=2015.10.15-06.47.03, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.253875ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_67, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/StaticMeshEditorTutorial.uasset, FlushAsyncLoading=0.007547ms, FlushStreamingFunc=0.003323ms, BlockTillAllRequestsFinished=0.003017ms, ResetLoadersForSaveUnMarkAllObjects=0.090562ms, TagPackageExports=0.310022ms, BeginCacheForCookedPlatformData=0.006340ms, SerializeImports=0.535522ms, GatherLocalizableTextData=0.006642ms, MarkNames=0.017811ms, SerializeSummary=0.025962ms, SerializeNames=0.202857ms, SerializeGatherableTextData=0.063393ms, BuildExportMap=0.020225ms, SortExportsNonSeekfree=0.004530ms, SortExportsSeekfreeConstructor=0.006944ms, SortExportsSeekfreeInner=0.324212ms, SortExportsSeekfree=0.002716ms, BuildDependencyMap=0.019319ms, SerializeImportMap=0.004828ms, SerializeExportMap=0.003621ms, SerializeDependencyMap=0.002112ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012077ms, SerializeExports=0.339001ms, SerializeBulkData=0.021737ms, AsyncWrite=0.230029ms, UnaccountedTime=0.141881ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
SavePackageTransactionId8E5540E24673826BADF208BBE897A1DE_68, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/ContentIntroCurve.uasset, FlushAsyncLoading=0.017207ms, FlushStreamingFunc=0.013582ms, BlockTillAllRequestsFinished=0.003621ms, ResetLoadersForSaveUnMarkAllObjects=0.101432ms, TagPackageExports=0.011168ms, BeginCacheForCookedPlatformData=0.002414ms, SerializeImports=0.014491ms, GatherLocalizableTextData=0.002414ms, MarkNames=0.002716ms, SerializeSummary=0.007849ms, SerializeNames=0.012379ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006638ms, SortExportsNonSeekfree=0.003625ms, SortExportsSeekfreeConstructor=0.007547ms, SortExportsSeekfreeInner=19.771780ms, SortExportsSeekfree=0.008754ms, BuildDependencyMap=0.009663ms, SerializeImportMap=0.002719ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001814ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017207ms, SerializeExports=0.013884ms, SerializeBulkData=0.009056ms, AsyncWrite=0.094183ms, UnaccountedTime=0.139166ms, RunGuid=RunIDC6DAA6E1485C8FAC06EC3481C7AD70D5
