DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.15-07.05.41, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.822604ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_155, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BC0404946D77A8C093A10AE0677E__E97FF2F2AD81D9F76D10FBE62D6E3756C8739EBA, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.012379ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BC0404946D77A8C093A10AE0677E__E97FF2F2AD81D9F76D10FBE62D6E3756C8739EBA, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=6309 bytes, Retrieved=true, Duration=0.120752ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_7BC0404946D77A8C093A10AE0677E__3A8B6C1001F620AEC0F45773321B605B37FC4EDE, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.110485ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_26, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/ParticleSystems/PSysThumbnail_OOD.uasset, FlushAsyncLoading=0.006642ms, FlushStreamingFunc=0.003923ms, BlockTillAllRequestsFinished=0.003021ms, ResetLoadersForSaveUnMarkAllObjects=0.103842ms, TagPackageExports=0.034112ms, BeginCacheForCookedPlatformData=0.026263ms, SerializeImports=0.035923ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.002716ms, SerializeSummary=0.007849ms, SerializeNames=0.011168ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006642ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.007849ms, SortExportsSeekfreeInner=0.127390ms, SortExportsSeekfree=0.019018ms, BuildDependencyMap=0.007547ms, SerializeImportMap=0.003319ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014190ms, SerializeExports=0.058562ms, SerializeBulkData=0.039246ms, AsyncWrite=0.309724ms, UnaccountedTime=0.291910ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_27, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorLandscapeResources/DataLayer.uasset, FlushAsyncLoading=0.006944ms, FlushStreamingFunc=0.003319ms, BlockTillAllRequestsFinished=0.003021ms, ResetLoadersForSaveUnMarkAllObjects=0.093881ms, TagPackageExports=0.005431ms, BeginCacheForCookedPlatformData=0.001814ms, SerializeImports=0.010565ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.003319ms, SerializeSummary=0.006039ms, SerializeNames=0.011470ms, SerializeGatherableTextData=0.001211ms, BuildExportMap=0.006337ms, SortExportsNonSeekfree=0.003021ms, SortExportsSeekfreeConstructor=0.006940ms, SortExportsSeekfreeInner=0.019621ms, SortExportsSeekfree=0.001814ms, BuildDependencyMap=0.004828ms, SerializeImportMap=0.001814ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010565ms, SerializeExports=0.005133ms, SerializeBulkData=0.005130ms, AsyncWrite=0.053432ms, UnaccountedTime=0.150029ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_28, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDamageTypes/DmgTypeBP_Environmental.uasset, FlushAsyncLoading=0.005133ms, FlushStreamingFunc=0.002414ms, BlockTillAllRequestsFinished=0.002418ms, ResetLoadersForSaveUnMarkAllObjects=0.084221ms, TagPackageExports=0.070941ms, BeginCacheForCookedPlatformData=0.003621ms, SerializeImports=0.019625ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003621ms, SerializeSummary=0.007246ms, SerializeNames=0.012074ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.013284ms, SortExportsNonSeekfree=0.004224ms, SortExportsSeekfreeConstructor=0.006039ms, SortExportsSeekfreeInner=0.104450ms, SortExportsSeekfree=0.002414ms, BuildDependencyMap=0.006340ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009358ms, SerializeExports=0.007242ms, SerializeBulkData=0.005435ms, AsyncWrite=0.083923ms, UnaccountedTime=0.211310ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_29, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Sphere.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.004530ms, BlockTillAllRequestsFinished=0.003319ms, ResetLoadersForSaveUnMarkAllObjects=0.293419ms, TagPackageExports=0.067018ms, BeginCacheForCookedPlatformData=0.006337ms, SerializeImports=0.073660ms, GatherLocalizableTextData=0.003621ms, MarkNames=0.004526ms, SerializeSummary=0.008754ms, SerializeNames=0.022944ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.011168ms, SortExportsNonSeekfree=0.006340ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=0.319079ms, SortExportsSeekfree=0.002716ms, BuildDependencyMap=0.007547ms, SerializeImportMap=0.002716ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.002112ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014190ms, SerializeExports=0.053734ms, SerializeBulkData=0.007246ms, AsyncWrite=0.083014ms, UnaccountedTime=0.156373ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_156, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.009660ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=131375 bytes, Retrieved=true, Duration=0.597708ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_30, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/RobotoDistanceField.uasset, FlushAsyncLoading=0.005130ms, FlushStreamingFunc=0.003323ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.113204ms, TagPackageExports=0.068828ms, BeginCacheForCookedPlatformData=0.025660ms, SerializeImports=0.057053ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.003625ms, SerializeSummary=0.007547ms, SerializeNames=0.028376ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.007849ms, SortExportsNonSeekfree=0.004224ms, SortExportsSeekfreeConstructor=0.006039ms, SortExportsSeekfreeInner=0.218254ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.004832ms, SerializeImportMap=0.002414ms, SerializeExportMap=0.002112ms, SerializeDependencyMap=0.001512ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011168ms, SerializeExports=0.078186ms, SerializeBulkData=0.007547ms, AsyncWrite=0.075467ms, UnaccountedTime=0.184748ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_31, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultTextMaterialOpaque.uasset, FlushAsyncLoading=0.006642ms, FlushStreamingFunc=0.003319ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.130411ms, TagPackageExports=0.376735ms, BeginCacheForCookedPlatformData=0.005737ms, SerializeImports=0.379756ms, GatherLocalizableTextData=0.003017ms, MarkNames=0.004530ms, SerializeSummary=0.007547ms, SerializeNames=0.074863ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.026565ms, SortExportsNonSeekfree=0.010867ms, SortExportsSeekfreeConstructor=0.006642ms, SortExportsSeekfreeInner=0.860944ms, SortExportsSeekfree=0.004828ms, BuildDependencyMap=0.011168ms, SerializeImportMap=0.002719ms, SerializeExportMap=0.002414ms, SerializeDependencyMap=0.002418ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016604ms, SerializeExports=0.672873ms, SerializeBulkData=0.009961ms, AsyncWrite=0.124976ms, UnaccountedTime=0.191689ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_157, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.008453ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.176292ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__BCC05532D8752724EDE6B77A32222320BD230C00, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.534918ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_32, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Trigger.uasset, FlushAsyncLoading=0.005431ms, FlushStreamingFunc=0.003021ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.112295ms, TagPackageExports=0.047695ms, BeginCacheForCookedPlatformData=0.025962ms, SerializeImports=0.037733ms, GatherLocalizableTextData=0.001814ms, MarkNames=0.002716ms, SerializeSummary=0.006944ms, SerializeNames=0.013582ms, SerializeGatherableTextData=0.001207ms, BuildExportMap=0.006642ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.007246ms, SortExportsSeekfreeInner=0.127088ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004530ms, SerializeImportMap=0.002719ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009961ms, SerializeExports=0.038035ms, SerializeBulkData=0.047997ms, AsyncWrite=0.183538ms, UnaccountedTime=0.193805ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId352E87754329437A6167689C661A1FBF_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__A74983DD16C9F19298E271B929B3C0B3FE13FC9E, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.159089ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_158, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.008151ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId8C6A62B149987F6B4656E489D3DA9121_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=5952 bytes, Retrieved=true, Duration=0.159990ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_33, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/GradientTexture0.uasset, FlushAsyncLoading=0.007246ms, FlushStreamingFunc=0.003323ms, BlockTillAllRequestsFinished=0.003319ms, ResetLoadersForSaveUnMarkAllObjects=0.097506ms, TagPackageExports=0.035319ms, BeginCacheForCookedPlatformData=0.024151ms, SerializeImports=0.038639ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.003323ms, SerializeSummary=0.006642ms, SerializeNames=0.016902ms, SerializeGatherableTextData=0.001211ms, BuildExportMap=0.006940ms, SortExportsNonSeekfree=0.003021ms, SortExportsSeekfreeConstructor=0.007547ms, SortExportsSeekfreeInner=0.131615ms, SortExportsSeekfree=0.002112ms, BuildDependencyMap=0.004530ms, SerializeImportMap=0.002418ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001512ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009358ms, SerializeExports=0.035621ms, SerializeBulkData=0.006337ms, AsyncWrite=0.056148ms, UnaccountedTime=0.155464ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_159, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.009961ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_34, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/Black.uasset, FlushAsyncLoading=0.004530ms, FlushStreamingFunc=0.002414ms, BlockTillAllRequestsFinished=0.002716ms, ResetLoadersForSaveUnMarkAllObjects=0.079997ms, TagPackageExports=0.038039ms, BeginCacheForCookedPlatformData=0.024147ms, SerializeImports=0.034716ms, GatherLocalizableTextData=0.001509ms, MarkNames=0.003021ms, SerializeSummary=0.005733ms, SerializeNames=0.010870ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.007849ms, SortExportsNonSeekfree=0.004526ms, SortExportsSeekfreeConstructor=0.011168ms, SortExportsSeekfreeInner=0.137959ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004828ms, SerializeImportMap=0.001810ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009660ms, SerializeExports=0.033207ms, SerializeBulkData=0.006642ms, AsyncWrite=0.055242ms, UnaccountedTime=0.166636ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionId093DFB084F5078E3D7FB47AF85D67459_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.097506ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_160, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.012074ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_35, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Float.uasset, FlushAsyncLoading=0.006039ms, FlushStreamingFunc=0.003017ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.082113ms, TagPackageExports=0.036526ms, BeginCacheForCookedPlatformData=0.024755ms, SerializeImports=0.034109ms, GatherLocalizableTextData=0.001814ms, MarkNames=0.002716ms, SerializeSummary=0.005737ms, SerializeNames=0.009961ms, SerializeGatherableTextData=0.001509ms, BuildExportMap=0.006039ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.007246ms, SortExportsSeekfreeInner=0.116825ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004828ms, SerializeImportMap=0.002418ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009056ms, SerializeExports=0.031698ms, SerializeBulkData=0.006638ms, AsyncWrite=0.051621ms, UnaccountedTime=0.182029ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_161, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.103544ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_162, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.011172ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_36, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Director.uasset, FlushAsyncLoading=0.007849ms, FlushStreamingFunc=0.004228ms, BlockTillAllRequestsFinished=0.004828ms, ResetLoadersForSaveUnMarkAllObjects=0.147618ms, TagPackageExports=0.043470ms, BeginCacheForCookedPlatformData=0.025358ms, SerializeImports=0.037130ms, GatherLocalizableTextData=0.002112ms, MarkNames=0.003017ms, SerializeSummary=0.006642ms, SerializeNames=0.010263ms, SerializeGatherableTextData=0.001814ms, BuildExportMap=0.006638ms, SortExportsNonSeekfree=0.002719ms, SortExportsSeekfreeConstructor=0.006940ms, SortExportsSeekfreeInner=0.122562ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004530ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001810ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001211ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009660ms, SerializeExports=0.032902ms, SerializeBulkData=0.006039ms, AsyncWrite=0.054941ms, UnaccountedTime=0.166636ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_163, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.105053ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_164, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.008151ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_37, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Event.uasset, FlushAsyncLoading=0.004832ms, FlushStreamingFunc=0.002414ms, BlockTillAllRequestsFinished=0.002112ms, ResetLoadersForSaveUnMarkAllObjects=0.073660ms, TagPackageExports=0.034716ms, BeginCacheForCookedPlatformData=0.024151ms, SerializeImports=0.032902ms, GatherLocalizableTextData=0.001814ms, MarkNames=0.002716ms, SerializeSummary=0.004828ms, SerializeNames=0.009358ms, SerializeGatherableTextData=0.001512ms, BuildExportMap=0.005130ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.006039ms, SortExportsSeekfreeInner=0.113506ms, SortExportsSeekfree=0.001509ms, BuildDependencyMap=0.003621ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001810ms, SerializeStringAssetReferenceMap=0.001207ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008453ms, SerializeExports=0.031393ms, SerializeBulkData=0.005737ms, AsyncWrite=0.050113ms, UnaccountedTime=0.213727ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_165, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.083316ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_166, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CBF5B13548AB62E6A9ADA387D1FEB__6FD982ED4C711D807EA0AEC0C9C322B8B2691824, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.007849ms, RunGuid=RunIDB744BC844243D310B521048994977C89
SavePackageTransactionId8BCDD712442ED9EBF2C8A59C227B6861_38, Filename=C:/Users/Charles/Documents/Unreal Projects/ThirdPersonShooter2/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Anim.uasset, FlushAsyncLoading=0.005431ms, FlushStreamingFunc=0.002418ms, BlockTillAllRequestsFinished=0.002414ms, ResetLoadersForSaveUnMarkAllObjects=0.080299ms, TagPackageExports=0.035319ms, BeginCacheForCookedPlatformData=0.024151ms, SerializeImports=0.034716ms, GatherLocalizableTextData=0.001810ms, MarkNames=0.002716ms, SerializeSummary=0.006039ms, SerializeNames=0.010263ms, SerializeGatherableTextData=0.001810ms, BuildExportMap=0.005435ms, SortExportsNonSeekfree=0.002716ms, SortExportsSeekfreeConstructor=0.007246ms, SortExportsSeekfreeInner=0.140976ms, SortExportsSeekfree=0.001810ms, BuildDependencyMap=0.004828ms, SerializeImportMap=0.002112ms, SerializeExportMap=0.001509ms, SerializeDependencyMap=0.001509ms, SerializeStringAssetReferenceMap=0.001509ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009056ms, SerializeExports=0.033811ms, SerializeBulkData=0.006039ms, AsyncWrite=0.054639ms, UnaccountedTime=0.681631ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_167, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CBF5B13548AB62E6A9ADA387D1FEB__6FD982ED4C711D807EA0AEC0C9C322B8B2691824, StartTime=2015.10.15-07.05.49, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.076976ms, RunGuid=RunIDB744BC844243D310B521048994977C89
DDCTransactionIdBF1AD73B4D9B5DB35D34E0B7B9EF65A7_168, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E38B68B34F759D23C6E5CD925E4D1__0CE220EB3D4FD3B5ACE81675281E08167F8FFB90, StartTime=2015.10.15-07.05.49, HierarchicalDDC, Duration=0.008151ms, RunGuid=RunIDB744BC844243D310B521048994977C89
